"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-7.1","1","0.2","0","-7.1","0","0"
"1","1","1","0","0","-9.7","0","0.2","0","-9.7","0","0"
"1","1","2","0","0","-11.4","1","0.2","0","-11.4","0","0"
"1","1","3","0","0","-12.4","1","0.2","0","-12.4","0","0"
"1","1","4","0","0","-12.8","0","0.2","0","-12.8","0","0"
"1","1","5","0","0","-13.1","0","0.2","0","-13.1","0","0"
"1","1","6","0","0","-13","0","0.2","0","-13","0","0"
"1","1","7","0","9","-12.8","1","0.2","8.172","-12.587","31.153","2.76"
"1","1","8","0","34","-11.9","1","0.2","30.022","-10.99","181.015","147.312"
"1","1","9","0","80","-9.8","0","0.2","77.166","-6.642","487.221","442.668"
"1","1","10","4","112","-7.9","0","0.2","110.908","-3.356","702.638","650.451"
"1","1","11","406","146","-6.3","0","0.2","440.805","11.827","2773.812","2648.236"
"1","1","12","558","85","-5.3","0","0.2","428.59","12.341","2700.508","2577.529"
"1","1","13","465","75","-6.4","2","0.2","292.417","0.725","1863.481","1770.162"
"1","1","14","0","44","-6.3","0","0.2","38.917","-4.714","234.072","198.488"
"1","1","15","0","7","-7.4","1","0.2","6.104","-7.241","22.419","0"
"1","1","16","0","0","-10.1","1","0.2","0","-10.1","0","0"
"1","1","17","0","0","-11","0","0.2","0","-11","0","0"
"1","1","18","0","0","-11.6","1","0.2","0","-11.6","0","0"
"1","1","19","0","0","-10.8","1","0.2","0","-10.8","0","0"
"1","1","20","0","0","-11.8","0","0.2","0","-11.8","0","0"
"1","1","21","0","0","-10.4","1","0.2","0","-10.4","0","0"
"1","1","22","0","0","-9.5","2","0.2","0","-9.5","0","0"
"1","1","23","0","0","-10.9","2","0.2","0","-10.9","0","0"
"1","2","0","0","0","-9.7","2","0.2","0","-9.7","0","0"
"1","2","1","0","0","-10.8","1","0.2","0","-10.8","0","0"
"1","2","2","0","0","-10.4","0","0.2","0","-10.4","0","0"
"1","2","3","0","0","-10.9","2","0.2","0","-10.9","0","0"
"1","2","4","0","0","-10.6","2","0.2","0","-10.6","0","0"
"1","2","5","0","0","-10.3","2","0.2","0","-10.3","0","0"
"1","2","6","0","0","-9.6","2","0.2","0","-9.6","0","0"
"1","2","7","0","4","-9.7","2","0.2","3.632","-9.624","13.211","0"
"1","2","8","0","45","-8.7","2","0.2","44.293","-7.629","267.381","230.617"
"1","2","9","9","90","-5.9","1","0.2","95.153","-2.99","597.736","549.267"
"1","2","10","2","113","-3.8","2","0.2","110.61","-1.101","694.637","642.734"
"1","2","11","7","124","-2.2","1","0.2","122.714","1.554","765.8","711.375"
"1","2","12","49","138","-0.8","1","0.2","168.893","4.372","1057.122","992.374"
"1","2","13","30","107","0.2","2","0.2","118.354","3.086","731.723","678.506"
"1","2","14","1","58","0.9","2","0.2","52.727","2.18","312.105","273.756"
"1","2","15","0","10","0.7","2","0.2","8.731","0.882","31.348","2.948"
"1","2","16","0","0","0.8","2","0.2","0","0.8","0","0"
"1","2","17","0","0","0.5","3","0.2","0","0.5","0","0"
"1","2","18","0","0","0.4","3","0.2","0","0.4","0","0"
"1","2","19","0","0","-0.7","3","0.2","0","-0.7","0","0"
"1","2","20","0","0","-1.8","3","0.2","0","-1.8","0","0"
"1","2","21","0","0","-2.5","2","0.2","0","-2.5","0","0"
"1","2","22","0","0","-2","4","0.2","0","-2","0","0"
"1","2","23","0","0","-1.5","2","0.2","0","-1.5","0","0"
"1","3","0","0","0","-2.1","2","0.2","0","-2.1","0","0"
"1","3","1","0","0","-1.7","3","0.2","0","-1.7","0","0"
"1","3","2","0","0","-1.6","3","0.2","0","-1.6","0","0"
"1","3","3","0","0","-2.1","2","0.2","0","-2.1","0","0"
"1","3","4","0","0","-1.8","3","0.2","0","-1.8","0","0"
"1","3","5","0","0","-1.3","3","0.2","0","-1.3","0","0"
"1","3","6","0","0","-0.8","1","0.2","0","-0.8","0","0"
"1","3","7","0","5","-0.7","2","0.2","4.54","-0.605","15.957","0"
"1","3","8","0","45","0.1","2","0.2","44.24","1.17","257.948","221.519"
"1","3","9","8","102","0.8","2","0.2","110.18","3.487","678.57","627.236"
"1","3","10","42","135","1.6","2","0.2","175.985","5.899","1096.741","1030.59"
"1","3","11","66","144","2.6","2","0.2","194.535","7.353","1210.588","1140.403"
"1","3","12","62","135","3.5","1","0.2","172.662","8.789","1064.744","999.727"
"1","3","13","31","109","3.9","1","0.2","120.964","7.599","735.786","682.425"
"1","3","14","1","59","2.7","3","0.2","53.648","3.783","315.983","277.497"
"1","3","15","0","10","2.1","2","0.2","8.73","2.282","31.136","2.743"
"1","3","16","0","0","1.6","3","0.2","0","1.6","0","0"
"1","3","17","0","0","1.7","2","0.2","0","1.7","0","0"
"1","3","18","0","0","1.5","2","0.2","0","1.5","0","0"
"1","3","19","0","0","1","0","0.2","0","1","0","0"
"1","3","20","0","0","1.2","1","0.2","0","1.2","0","0"
"1","3","21","0","0","1","0","0.2","0","1","0","0"
"1","3","22","0","0","1","0","0.2","0","1","0","0"
"1","3","23","0","0","0.9","0.5","0.2","0","0.9","0","0"
"1","4","0","0","0","0.9","1","0.2","0","0.9","0","0"
"1","4","1","0","0","0.8","1","0.2","0","0.8","0","0"
"1","4","2","0","0","0.8","1","0.2","0","0.8","0","0"
"1","4","3","0","0","0.7","1","0.2","0","0.7","0","0"
"1","4","4","0","0","0.6","0","0.2","0","0.6","0","0"
"1","4","5","0","0","0.5","1","0.2","0","0.5","0","0"
"1","4","6","0","0","0.4","1","0.2","0","0.4","0","0"
"1","4","7","0","4","0.5","1","0.2","3.632","0.595","12.56","0"
"1","4","8","0","35","0.8","1","0.2","31.146","1.745","178.736","145.114"
"1","4","9","0","80","1","1","0.2","76.947","3.352","467.698","423.837"
"1","4","10","4","113","1","1","0.2","111.793","4.42","688.033","636.365"
"1","4","11","6","126","1.5","0","0.2","124.085","6.583","759.85","705.636"
"1","4","12","4","118","1.7","1","0.2","112.843","5.152","692.601","640.77"
"1","4","13","0","90","1.5","1","0.2","82.395","4.02","501.616","456.553"
"1","4","14","0","47","1.4","0","0.2","41.662","3.099","244.035","208.099"
"1","4","15","0","8","1.2","0","0.2","6.977","1.444","24.734","0"
"1","4","16","0","0","1.2","0","0.2","0","1.2","0","0"
"1","4","17","0","0","0.8","1","0.2","0","0.8","0","0"
"1","4","18","0","0","0.8","2","0.2","0","0.8","0","0"
"1","4","19","0","0","0.5","0","0.2","0","0.5","0","0"
"1","4","20","0","0","0.5","0","0.2","0","0.5","0","0"
"1","4","21","0","0","0.4","1","0.2","0","0.4","0","0"
"1","4","22","0","0","0.6","1","0.2","0","0.6","0","0"
"1","4","23","0","0","0.6","0","0.2","0","0.6","0","0"
"1","5","0","0","0","0.4","1","0.2","0","0.4","0","0"
"1","5","1","0","0","0.5","2","0.2","0","0.5","0","0"
"1","5","2","0","0","0.6","1","0.2","0","0.6","0","0"
"1","5","3","0","0","0.3","1","0.2","0","0.3","0","0"
"1","5","4","0","0","0.1","2","0.2","0","0.1","0","0"
"1","5","5","0","0","0.1","1","0.2","0","0.1","0","0"
"1","5","6","0","0","0.3","1","0.2","0","0.3","0","0"
"1","5","7","0","4","0.3","2","0.2","3.632","0.376","12.574","0"
"1","5","8","0","35","0.3","3","0.2","31.098","0.926","179.135","145.498"
"1","5","9","0","81","0.6","2","0.2","78.057","2.503","476.315","432.148"
"1","5","10","4","113","0.7","2.3","0.2","111.676","3.269","690.308","638.558"
"1","5","11","7","126","0.9","2.7","0.2","124.632","3.564","772.197","717.546"
"1","5","12","6","119","1","3","0.2","114.956","3.333","711.081","658.595"
"1","5","13","0","91","1.3","2","0.2","83.323","3.332","508.895","463.573"
"1","5","14","0","48","1.3","2","0.2","42.573","2.334","250.571","214.403"
"1","5","15","0","9","1.2","2","0.2","7.852","1.364","27.994","0"
"1","5","16","0","0","1.1","1","0.2","0","1.1","0","0"
"1","5","17","0","0","0.9","2","0.2","0","0.9","0","0"
"1","5","18","0","0","0.9","2","0.2","0","0.9","0","0"
"1","5","19","0","0","1","3","0.2","0","1","0","0"
"1","5","20","0","0","1.1","2","0.2","0","1.1","0","0"
"1","5","21","0","0","1.1","2","0.2","0","1.1","0","0"
"1","5","22","0","0","1.2","2","0.2","0","1.2","0","0"
"1","5","23","0","0","1.2","3","0.2","0","1.2","0","0"
"1","6","0","0","0","1.1","2","0.2","0","1.1","0","0"
"1","6","1","0","0","1.2","2","0.2","0","1.2","0","0"
"1","6","2","0","0","1.4","3","0.2","0","1.4","0","0"
"1","6","3","0","0","1.2","3","0.2","0","1.2","0","0"
"1","6","4","0","0","1.1","3","0.2","0","1.1","0","0"
"1","6","5","0","0","0.9","2","0.2","0","0.9","0","0"
"1","6","6","0","0","0.5","0","0.2","0","0.5","0","0"
"1","6","7","0","9","0","1","0.2","8.172","0.213","29.374","1.044"
"1","6","8","44","72","0","1","0.2","114.112","3.465","685.935","634.34"
"1","6","9","355","93","1","1","0.2","358.126","11.993","2240.84","2134.149"
"1","6","10","429","114","2.9","3","0.2","452.744","12.127","2851.663","2723.329"
"1","6","11","393","118","4.4","2","0.2","413.037","14.518","2572.637","2454.189"
"1","6","12","318","132","5.2","3","0.2","334.156","12.005","2089.047","1987.735"
"1","6","13","378","90","6","4","0.2","272.348","10.729","1678.272","1591.515"
"1","6","14","249","61","6.2","2","0.2","133.66","9.384","744.069","690.414"
"1","6","15","0","20","5","2","0.2","17.421","5.363","63.162","33.635"
"1","6","16","0","0","2.7","2","0.2","0","2.7","0","0"
"1","6","17","0","0","2","1","0.2","0","2","0","0"
"1","6","18","0","0","1.6","0","0.2","0","1.6","0","0"
"1","6","19","0","0","-0.9","1","0.2","0","-0.9","0","0"
"1","6","20","0","0","-1.8","1","0.2","0","-1.8","0","0"
"1","6","21","0","0","-1.4","1","0.2","0","-1.4","0","0"
"1","6","22","0","0","-1.8","1","0.2","0","-1.8","0","0"
"1","6","23","0","0","-1.8","1","0.2","0","-1.8","0","0"
"1","7","0","0","0","-2.3","0","0.2","0","-2.3","0","0"
"1","7","1","0","0","-2","0","0.2","0","-2","0","0"
"1","7","2","0","0","-1.8","1","0.2","0","-1.8","0","0"
"1","7","3","0","0","-2.3","1","0.2","0","-2.3","0","0"
"1","7","4","0","0","-2","1","0.2","0","-2","0","0"
"1","7","5","0","0","-1.6","0","0.2","0","-1.6","0","0"
"1","7","6","0","0","-1.1","1","0.2","0","-1.1","0","0"
"1","7","7","0","4","-0.6","2","0.2","3.632","-0.524","12.631","0"
"1","7","8","0","36","-0.4","1.5","0.2","32.188","0.467","186.213","152.325"
"1","7","9","0","82","-0.2","1","0.2","79.032","2.216","483.131","438.722"
"1","7","10","5","115","0.4","1","0.2","114.433","3.901","706.314","653.997"
"1","7","11","4","130","0.8","2","0.2","126.836","3.895","784.909","729.807"
"1","7","12","6","121","0.9","2","0.2","116.864","3.752","722.064","669.189"
"1","7","13","0","94","0.7","2","0.2","86.183","2.802","528.206","482.2"
"1","7","14","0","50","0.7","2","0.2","44.388","1.779","262.704","226.107"
"1","7","15","0","10","1.1","2","0.2","8.726","1.282","31.271","2.874"
"1","7","16","0","0","0.4","2","0.2","0","0.4","0","0"
"1","7","17","0","0","0","3","0.2","0","0","0","0"
"1","7","18","0","0","-0.5","3","0.2","0","-0.5","0","0"
"1","7","19","0","0","-0.8","3","0.2","0","-0.8","0","0"
"1","7","20","0","0","-1.1","3","0.2","0","-1.1","0","0"
"1","7","21","0","0","-1.1","4","0.2","0","-1.1","0","0"
"1","7","22","0","0","-1.1","3","0.2","0","-1.1","0","0"
"1","7","23","0","0","-0.9","3","0.2","0","-0.9","0","0"
"1","8","0","0","0","-0.4","4","0.2","0","-0.4","0","0"
"1","8","1","0","0","-0.4","3","0.2","0","-0.4","0","0"
"1","8","2","0","0","-0.2","3","0.2","0","-0.2","0","0"
"1","8","3","0","0","-0.1","2","0.2","0","-0.1","0","0"
"1","8","4","0","0","0","2","0.2","0","0","0","0"
"1","8","5","0","0","0","0","0.2","0","0","0","0"
"1","8","6","0","0","0","2","0.2","0","0","0","0"
"1","8","7","0","4","0","1","0.2","3.632","0.095","12.592","0"
"1","8","8","0","36","0","1","0.2","32.116","0.975","185.501","151.639"
"1","8","9","0","83","0.5","1","0.2","80.107","2.949","488.606","444.004"
"1","8","10","4","116","1.1","1","0.2","114.746","4.611","706.28","653.965"
"1","8","11","10","129","1.3","2","0.2","129.588","4.462","801.348","745.664"
"1","8","12","6","122","1.6","1","0.2","117.807","5.204","724.026","671.082"
"1","8","13","0","95","1.4","1","0.2","87.095","4.064","531.448","485.327"
"1","8","14","0","51","1.4","1","0.2","45.292","2.78","267.396","230.632"
"1","8","15","0","10","1.2","1","0.2","8.726","1.428","31.246","2.85"
"1","8","16","0","0","1.3","1","0.2","0","1.3","0","0"
"1","8","17","0","0","1","1","0.2","0","1","0","0"
"1","8","18","0","0","0.8","2","0.2","0","0.8","0","0"
"1","8","19","0","0","1","2.5","0.2","0","1","0","0"
"1","8","20","0","0","1.2","3","0.2","0","1.2","0","0"
"1","8","21","0","0","1","2","0.2","0","1","0","0"
"1","8","22","0","0","0.9","2","0.2","0","0.9","0","0"
"1","8","23","0","0","0.3","2","0.2","0","0.3","0","0"
"1","9","0","0","0","0.5","2","0.2","0","0.5","0","0"
"1","9","1","0","0","0.3","2","0.2","0","0.3","0","0"
"1","9","2","0","0","0.3","1","0.2","0","0.3","0","0"
"1","9","3","0","0","0.3","2","0.2","0","0.3","0","0"
"1","9","4","0","0","0.4","2","0.2","0","0.4","0","0"
"1","9","5","0","0","0.4","2","0.2","0","0.4","0","0"
"1","9","6","0","0","0.5","2","0.2","0","0.5","0","0"
"1","9","7","0","4","0.4","3","0.2","3.632","0.463","12.568","0"
"1","9","8","0","37","0.4","2","0.2","33.245","1.205","192.229","158.128"
"1","9","9","0","84","0.7","3","0.2","81.168","2.346","496.541","451.658"
"1","9","10","4","117","1.3","1","0.2","115.746","4.841","711.998","659.479"
"1","9","11","10","130","1.5","1","0.2","130.558","5.494","804.322","748.533"
"1","9","12","6","124","1.8","0","0.2","119.81","6.708","732.471","679.228"
"1","9","13","0","97","1.9","1","0.2","89.021","4.623","542.5","495.988"
"1","9","14","7","67","2.2","1","0.2","62.69","4.109","371.587","331.131"
"1","9","15","0","19","1.3","1","0.2","16.615","1.734","61.119","31.664"
"1","9","16","0","0","-0.3","2","0.2","0","-0.3","0","0"
"1","9","17","0","0","-0.2","1","0.2","0","-0.2","0","0"
"1","9","18","0","0","-2.4","2","0.2","0","-2.4","0","0"
"1","9","19","0","0","-1.8","2","0.2","0","-1.8","0","0"
"1","9","20","0","0","-1.3","2","0.2","0","-1.3","0","0"
"1","9","21","0","0","-0.7","2","0.2","0","-0.7","0","0"
"1","9","22","0","0","-0.8","2","0.2","0","-0.8","0","0"
"1","9","23","0","0","-0.8","2","0.2","0","-0.8","0","0"
"1","10","0","0","0","-0.9","3.1","0.2","0","-0.9","0","0"
"1","10","1","0","0","-0.9","3.1","0.2","0","-0.9","0","0"
"1","10","2","0","0","-0.9","3.2","0.2","0","-0.9","0","0"
"1","10","3","0","0","-0.9","3.7","0.2","0","-0.9","0","0"
"1","10","4","0","0","-0.9","3.8","0.2","0","-0.9","0","0"
"1","10","5","0","0","-0.6","4.4","0.2","0","-0.6","0","0"
"1","10","6","0","0","-0.4","3.9","0.2","0","-0.4","0","0"
"1","10","7","0","5","-0.4","4","0.2","4.54","-0.333","15.936","0"
"1","10","8","0","37","-0.2","3.5","0.2","33.152","0.416","192.431","158.324"
"1","10","9","0","85","0.2","4.1","0.2","82.214","1.607","504.686","459.514"
"1","10","10","6","118","0.7","3.2","0.2","118.14","3.02","732.467","679.223"
"1","10","11","11","131","1.1","3.7","0.2","132.191","3.5","820.905","764.528"
"1","10","12","6","125","1.5","2.8","0.2","120.736","4.036","745.846","692.129"
"1","10","13","0","98","1.8","3.3","0.2","89.92","3.537","550.546","503.749"
"1","10","14","0","62","1.9","3.9","0.2","55.768","2.88","332.297","293.234"
"1","10","15","0","16","1.4","3.5","0.2","13.988","1.623","51.098","21.998"
"1","10","16","0","0","0.6","4.5","0.2","0","0.6","0","0"
"1","10","17","0","0","0.7","4.1","0.2","0","0.7","0","0"
"1","10","18","0","0","-0.3","4.1","0.2","0","-0.3","0","0"
"1","10","19","0","0","0.1","4.2","0.2","0","0.1","0","0"
"1","10","20","0","0","0.5","3.8","0.2","0","0.5","0","0"
"1","10","21","0","0","0.8","3.8","0.2","0","0.8","0","0"
"1","10","22","0","0","0.8","3.9","0.2","0","0.8","0","0"
"1","10","23","0","0","0.8","2.9","0.2","0","0.8","0","0"
"1","11","0","0","0","0.7","4","0.2","0","0.7","0","0"
"1","11","1","0","0","0.7","4","0.2","0","0.7","0","0"
"1","11","2","0","0","0.7","5","0.2","0","0.7","0","0"
"1","11","3","0","0","0.5","5","0.2","0","0.5","0","0"
"1","11","4","0","0","0.4","5","0.2","0","0.4","0","0"
"1","11","5","0","0","0.8","6","0.2","0","0.8","0","0"
"1","11","6","0","0","1","5","0.2","0","1","0","0"
"1","11","7","0","6","1","4","0.2","5.448","1.081","19.148","0"
"1","11","8","0","38","1.3","4","0.2","34.263","1.891","198.076","163.769"
"1","11","9","0","85","1.7","4","0.2","82.038","3.124","500.685","455.655"
"1","11","10","5","119","2.1","4","0.2","118.414","4.157","730.931","677.742"
"1","11","11","11","132","2.5","5","0.2","133.144","4.522","823.761","767.282"
"1","11","12","6","126","3","4","0.2","121.655","5.113","748.583","694.768"
"1","11","13","0","99","3.3","4","0.2","90.815","4.877","553.385","506.487"
"1","11","14","0","55","3.1","5","0.2","48.944","3.841","289.28","251.74"
"1","11","15","0","12","2.9","4","0.2","10.475","3.055","37.528","8.909"
"1","11","16","0","0","2.8","5","0.2","0","2.8","0","0"
"1","11","17","0","0","2.8","5","0.2","0","2.8","0","0"
"1","11","18","0","0","2.8","4","0.2","0","2.8","0","0"
"1","11","19","0","0","3.1","4","0.2","0","3.1","0","0"
"1","11","20","0","0","3.1","3","0.2","0","3.1","0","0"
"1","11","21","0","0","3.2","3","0.2","0","3.2","0","0"
"1","11","22","0","0","3.1","3","0.2","0","3.1","0","0"
"1","11","23","0","0","2.9","1","0.2","0","2.9","0","0"
"1","12","0","0","0","2.5","3","0.2","0","2.5","0","0"
"1","12","1","0","0","4.1","4","0.2","0","4.1","0","0"
"1","12","2","0","0","4.2","5","0.2","0","4.2","0","0"
"1","12","3","0","0","3.3","4","0.2","0","3.3","0","0"
"1","12","4","0","0","3.3","3","0.2","0","3.3","0","0"
"1","12","5","0","0","3.2","1","0.2","0","3.2","0","0"
"1","12","6","0","0","3","1","0.2","0","3","0","0"
"1","12","7","0","5","3.1","2","0.2","4.54","3.195","15.656","0"
"1","12","8","0","39","3","3","0.2","35.369","3.713","203.346","168.851"
"1","12","9","0","86","3.7","4","0.2","83.061","5.142","503.245","458.124"
"1","12","10","5","120","4","4.3","0.2","119.381","5.988","731.938","678.713"
"1","12","11","11","133","4.3","4.7","0.2","134.089","6.416","823.775","767.296"
"1","12","12","7","127","4.6","5","0.2","123.161","6.47","754.263","700.248"
"1","12","13","14","113","4.6","5","0.2","111.504","6.293","680.909","629.492"
"1","12","14","11","72","4.7","5","0.2","68.488","5.735","405.047","363.405"
"1","12","15","0","16","4.2","5","0.2","13.984","4.388","55.095","25.853"
"1","12","16","0","0","3.6","3","0.2","0","3.6","0","0"
"1","12","17","0","0","3.1","3","0.2","0","3.1","0","0"
"1","12","18","0","0","2.8","5","0.2","0","2.8","0","0"
"1","12","19","0","0","1.2","3","0.2","0","1.2","0","0"
"1","12","20","0","0","0.6","3","0.2","0","0.6","0","0"
"1","12","21","0","0","0.5","3","0.2","0","0.5","0","0"
"1","12","22","0","0","0.2","2","0.2","0","0.2","0","0"
"1","12","23","0","0","0.4","2","0.2","0","0.4","0","0"
"1","13","0","0","0","0.2","1","0.2","0","0.2","0","0"
"1","13","1","0","0","0.2","1","0.2","0","0.2","0","0"
"1","13","2","0","0","0.1","2","0.2","0","0.1","0","0"
"1","13","3","0","0","0.1","1","0.2","0","0.1","0","0"
"1","13","4","0","0","-0.2","1","0.2","0","-0.2","0","0"
"1","13","5","0","0","-0.2","1","0.2","0","-0.2","0","0"
"1","13","6","0","0","0","2","0.2","0","0","0","0"
"1","13","7","0","5","0.5","2","0.2","4.54","0.595","15.862","0"
"1","13","8","0","39","1.3","1","0.2","35.245","2.371","203.906","169.391"
"1","13","9","43","103","2.2","0","0.2","141.683","8.009","869.349","811.256"
"1","13","10","78","135","3.3","2","0.2","199.397","8.174","1239.858","1168.636"
"1","13","11","10","157","3.7","1.5","0.2","160.437","8.055","984.762","922.579"
"1","13","12","3","131","4.1","1","0.2","124.887","7.92","760.501","706.264"
"1","13","13","52","119","4.3","2","0.2","140.59","7.731","861.312","803.503"
"1","13","14","8","74","4.5","3","0.2","69.524","5.906","412.104","370.212"
"1","13","15","0","17","3.8","1","0.2","14.86","4.214","62.925","33.406"
"1","13","16","0","0","2.5","1","0.2","0","2.5","0","0"
"1","13","17","0","0","2.7","1","0.2","0","2.7","0","0"
"1","13","18","0","0","2.2","2","0.2","0","2.2","0","0"
"1","13","19","0","0","1.2","2","0.2","0","1.2","0","0"
"1","13","20","0","0","1.1","2","0.2","0","1.1","0","0"
"1","13","21","0","0","1.3","2","0.2","0","1.3","0","0"
"1","13","22","0","0","1.3","3","0.2","0","1.3","0","0"
"1","13","23","0","0","1.5","3","0.2","0","1.5","0","0"
"1","14","0","0","0","1.6","3","0.2","0","1.6","0","0"
"1","14","1","0","0","1.7","2","0.2","0","1.7","0","0"
"1","14","2","0","0","0.7","3","0.2","0","0.7","0","0"
"1","14","3","0","0","0.6","2","0.2","0","0.6","0","0"
"1","14","4","0","0","0.3","2","0.2","0","0.3","0","0"
"1","14","5","0","0","-0.1","1","0.2","0","-0.1","0","0"
"1","14","6","0","0","-0.7","2","0.2","0","-0.7","0","0"
"1","14","7","0","11","-1.4","1","0.2","9.989","-1.139","36.45","7.869"
"1","14","8","50","80","-0.5","2","0.2","128.259","2.612","781.101","726.134"
"1","14","9","391","96","0.3","2","0.2","394.489","9.963","2495.14","2379.438"
"1","14","10","349","128","1.3","2","0.2","406.076","11.247","2558.325","2440.384"
"1","14","11","424","140","1.1","2","0.2","465.424","12.499","2922.244","2791.409"
"1","14","12","567","93","2.8","2","0.2","459.611","14.066","2878.356","2749.076"
"1","14","13","380","107","3.1","3","0.2","298.832","9.172","1866.688","1773.255"
"1","14","14","246","75","2.9","4","0.2","147.994","5.426","857.918","800.23"
"1","14","15","24","27","1.7","3","0.2","26.005","2.183","114.75","83.395"
"1","14","16","0","0","-0.1","3","0.2","0","-0.1","0","0"
"1","14","17","0","0","-0.4","3","0.2","0","-0.4","0","0"
"1","14","18","0","0","-0.2","3","0.2","0","-0.2","0","0"
"1","14","19","0","0","-0.1","4","0.2","0","-0.1","0","0"
"1","14","20","0","0","0.3","4","0.2","0","0.3","0","0"
"1","14","21","0","0","0.5","5","0.2","0","0.5","0","0"
"1","14","22","0","0","0.5","5","0.2","0","0.5","0","0"
"1","14","23","0","0","0.6","4","0.2","0","0.6","0","0"
"1","15","0","0","0","0.7","5","0.2","0","0.7","0","0"
"1","15","1","0","0","0.6","5","0.2","0","0.6","0","0"
"1","15","2","0","0","0.9","5","0.2","0","0.9","0","0"
"1","15","3","0","0","0.5","5","0.2","0","0.5","0","0"
"1","15","4","0","0","0.1","4","0.2","0","0.1","0","0"
"1","15","5","0","0","-0.2","3","0.2","0","-0.2","0","0"
"1","15","6","0","0","-0.5","3","0.2","0","-0.5","0","0"
"1","15","7","0","12","-0.1","3","0.2","10.897","0.089","39.687","10.992"
"1","15","8","54","83","0.3","3","0.2","135.222","3.029","824.459","767.956"
"1","15","9","415","90","1.6","4","0.2","404.725","8.659","2574.995","2456.464"
"1","15","10","351","129","3","4","0.2","409.306","10.137","2589.208","2470.172"
"1","15","11","286","162","4.3","4.5","0.2","387.32","10.594","2435.07","2321.496"
"1","15","12","236","158","5.7","5","0.2","320.622","10.581","2006.488","1908.101"
"1","15","13","106","136","5","4","0.2","190.587","8.312","1177.651","1108.633"
"1","15","14","16","77","4","4","0.2","74.596","5.29","443.724","400.712"
"1","15","15","0","19","3.5","3","0.2","16.614","3.818","77.879","47.831"
"1","15","16","0","0","3.4","5","0.2","0","3.4","0","0"
"1","15","17","0","0","3.6","6","0.2","0","3.6","0","0"
"1","15","18","0","0","3.9","6","0.2","0","3.9","0","0"
"1","15","19","0","0","3.2","5","0.2","0","3.2","0","0"
"1","15","20","0","0","3.2","7","0.2","0","3.2","0","0"
"1","15","21","0","0","3","6","0.2","0","3","0","0"
"1","15","22","0","0","2.5","5","0.2","0","2.5","0","0"
"1","15","23","0","0","2.2","6","0.2","0","2.2","0","0"
"1","16","0","0","0","2","8","0.2","0","2","0","0"
"1","16","1","0","0","1.7","6","0.2","0","1.7","0","0"
"1","16","2","0","0","1.3","5","0.2","0","1.3","0","0"
"1","16","3","0","0","0.8","5","0.2","0","0.8","0","0"
"1","16","4","0","0","0.6","5","0.2","0","0.6","0","0"
"1","16","5","0","0","0.5","5","0.2","0","0.5","0","0"
"1","16","6","0","0","0.8","6","0.2","0","0.8","0","0"
"1","16","7","0","9","0.7","5","0.2","8.172","0.806","29.291","0.964"
"1","16","8","106","49","1.4","6","0.2","113.675","2.927","693.751","641.88"
"1","16","9","155","121","2.9","6","0.2","252.372","6.311","1593.694","1509.934"
"1","16","10","300","127","4.3","6","0.2","370.802","9.318","2346.801","2236.356"
"1","16","11","245","167","5.5","7","0.2","365.641","9.946","2299.049","2190.295"
"1","16","12","142","165","5.8","5","0.2","263.692","9.811","1642.536","1557.046"
"1","16","13","135","130","5.4","5","0.2","197.515","8.401","1222.47","1151.864"
"1","16","14","13","80","5.3","4","0.2","76.594","6.626","454.661","411.261"
"1","16","15","0","20","4.8","4","0.2","17.491","5.09","84.395","54.116"
"1","16","16","0","0","2","2","0.2","0","2","0","0"
"1","16","17","0","0","0.8","2","0.2","0","0.8","0","0"
"1","16","18","0","0","1.3","3","0.2","0","1.3","0","0"
"1","16","19","0","0","1.1","2","0.2","0","1.1","0","0"
"1","16","20","0","0","0.9","2","0.2","0","0.9","0","0"
"1","16","21","0","0","1.2","2","0.2","0","1.2","0","0"
"1","16","22","0","0","1","2","0.2","0","1","0","0"
"1","16","23","0","0","1.1","2","0.2","0","1.1","0","0"
"1","17","0","0","0","0.3","2","0.2","0","0.3","0","0"
"1","17","1","0","0","0.3","2","0.2","0","0.3","0","0"
"1","17","2","0","0","-0.1","2","0.2","0","-0.1","0","0"
"1","17","3","0","0","-0.8","2","0.2","0","-0.8","0","0"
"1","17","4","0","0","-1.1","1","0.2","0","-1.1","0","0"
"1","17","5","0","0","-1.5","2","0.2","0","-1.5","0","0"
"1","17","6","0","0","-1.7","2","0.2","0","-1.7","0","0"
"1","17","7","0","12","-1.3","2","0.2","10.897","-1.073","39.901","11.198"
"1","17","8","327","32","-0.4","3","0.2","196.303","3.578","1225.615","1154.898"
"1","17","9","333","104","2.8","1","0.2","370.731","14.183","2305.022","2196.057"
"1","17","10","502","100","6.2","2","0.2","496.808","18.378","3065.426","2929.516"
"1","17","11","409","153","8.1","1","0.2","472.319","22.599","2854.731","2726.287"
"1","17","12","399","147","8.4","1","0.2","416.158","21.175","2524.259","2407.525"
"1","17","13","393","121","8.9","1","0.2","322.422","18.78","1950.137","1853.746"
"1","17","14","306","76","9.1","2","0.2","172.679","13.242","978.057","916.112"
