"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","1","2","0","0","-1.1","0.3","0.2","0","-1.1","0","0"
"4","1","3","0","0","-1.4","0","0.2","0","-1.4","0","0"
"4","1","4","0","0","-1.6","0.7","0.2","0","-1.6","0","0"
"4","1","5","0","11","-1.7","1.3","0.2","9.989","-1.458","36.504","7.921"
"4","1","6","0","58","-0.8","2","0.2","52.603","0.481","317.493","278.954"
"4","1","7","2","137","2.1","2.7","0.2","130.669","4.891","805.005","749.192"
"4","1","8","11","210","4.9","3.3","0.2","208.223","8.911","1270.387","1198.083"
"4","1","9","36","255","7.8","4","0.2","287.543","12.772","1732.768","1644.08"
"4","1","10","39","293","9.1","4.3","0.2","325.882","14.494","1946.96","1850.682"
"4","1","11","40","308","10.5","4.7","0.2","334.603","15.745","1986.901","1889.208"
"4","1","12","39","299","11.8","5","0.2","314.104","16.539","1858.661","1765.512"
"4","1","13","37","267","12.1","5.3","0.2","269.227","16.018","1596.468","1512.61"
"4","1","14","10","228","12.3","5.7","0.2","204.472","15.142","1213.734","1143.438"
"4","1","15","17","151","12.6","6","0.2","133.75","14.399","788.806","733.566"
"4","1","16","0","77","11.6","5","0.2","65.207","12.589","379.854","339.105"
"4","1","17","0","12","10.5","4","0.2","10.471","10.673","48.052","19.06"
"4","1","18","0","0","9.5","3","0.2","0","9.5","0","0"
"4","1","19","0","0","9","3","0.2","0","9","0","0"
"4","1","20","0","0","8.4","3","0.2","0","8.4","0","0"
"4","1","21","0","0","7.9","3","0.2","0","7.9","0","0"
"4","1","22","0","0","7.5","2.8","0.2","0","7.5","0","0"
"4","1","23","0","0","7.1","2.7","0.2","0","7.1","0","0"
"4","2","0","0","0","6.7","2.5","0.2","0","6.7","0","0"
"4","2","1","0","0","6.3","2.3","0.2","0","6.3","0","0"
"4","2","2","0","0","5.9","2.2","0.2","0","5.9","0","0"
"4","2","3","0","0","5.5","2","0.2","0","5.5","0","0"
"4","2","4","0","0","6.1","2.3","0.2","0","6.1","0","0"
"4","2","5","0","9","6.7","2.7","0.2","7.854","6.843","27.262","0"
"4","2","6","35","71","7.3","3","0.2","89.069","9.107","532.877","486.706"
"4","2","7","36","169","8.8","3","0.2","200.774","12.875","1219.438","1148.939"
"4","2","8","71","248","10.2","3","0.2","315.2","16.584","1894.891","1800.458"
"4","2","9","120","291","11.7","3","0.2","419.875","20.189","2488.753","2373.277"
"4","2","10","123","333","13.1","3.3","0.2","463.587","22.01","2718.954","2595.322"
"4","2","11","124","350","14.4","3.7","0.2","468.068","22.849","2731.134","2607.07"
"4","2","12","123","340","15.8","4","0.2","433.453","23.288","2524.042","2407.316"
"4","2","13","119","303","15.4","4.3","0.2","364.051","21.435","2136.024","2033.047"
"4","2","14","60","272","15","4.7","0.2","268.608","19.223","1583.174","1499.787"
"4","2","15","56","184","14.6","5","0.2","168.97","17.153","985.476","923.268"
"4","2","16","6","93","13.9","4.7","0.2","77.102","15.116","447.008","403.88"
"4","2","17","0","14","13.3","4.3","0.2","12.221","13.496","57.372","28.05"
"4","2","18","0","0","12.6","4","0.2","0","12.6","0","0"
"4","2","19","0","0","12.5","3.7","0.2","0","12.5","0","0"
"4","2","20","0","0","12.5","3.3","0.2","0","12.5","0","0"
"4","2","21","0","0","12.4","3","0.2","0","12.4","0","0"
"4","2","22","0","0","12.3","2.7","0.2","0","12.3","0","0"
"4","2","23","0","0","12.2","2.3","0.2","0","12.2","0","0"
"4","3","0","0","0","12.1","2","0.2","0","12.1","0","0"
"4","3","1","0","0","11.6","2.3","0.2","0","11.6","0","0"
"4","3","2","0","0","11.1","2.7","0.2","0","11.1","0","0"
"4","3","3","0","0","10.6","3","0.2","0","10.6","0","0"
"4","3","4","0","0","11","2.7","0.2","0","11","0","0"
"4","3","5","0","9","11.4","2.3","0.2","7.852","11.554","26.619","0"
"4","3","6","0","62","11.8","2","0.2","56.348","13.173","324.374","285.591"
"4","3","7","20","150","12.7","2.3","0.2","156.572","16.301","929.851","869.614"
"4","3","8","14","257","13.6","2.7","0.2","260.905","19.159","1539.571","1457.729"
"4","3","9","84","313","14.5","3","0.2","396.379","22.51","2321.732","2212.175"
"4","3","10","119","335","16","2.7","0.2","461.684","25.816","2667.376","2545.572"
"4","3","11","120","352","17.6","2.3","0.2","466.234","28.263","2663.153","2541.498"
"4","3","12","119","341","19.1","2","0.2","430.934","29.556","2447.946","2333.916"
"4","3","13","152","307","19.6","2","0.2","389.815","29.071","2225.333","2119.191"
"4","3","14","118","281","20.2","2","0.2","304.137","27.597","1741.985","1652.971"
"4","3","15","98","209","20.7","2","0.2","199.121","25.527","1121.965","1054.92"
"4","3","16","51","104","19.8","2","0.2","83.027","21.819","465.018","421.252"
"4","3","17","0","19","18.9","2","0.2","16.607","19.292","78.643","48.567"
"4","3","18","0","0","18","2","0.2","0","18","0","0"
"4","3","19","0","0","16.5","2","0.2","0","16.5","0","0"
"4","3","20","0","0","14.9","2","0.2","0","14.9","0","0"
"4","3","21","0","0","13.4","2","0.2","0","13.4","0","0"
"4","3","22","0","0","13.5","1.7","0.2","0","13.5","0","0"
"4","3","23","0","0","13.7","1.3","0.2","0","13.7","0","0"
"4","4","0","0","0","13.8","1","0.2","0","13.8","0","0"
"4","4","1","0","0","12.9","1","0.2","0","12.9","0","0"
"4","4","2","0","0","12.1","1","0.2","0","12.1","0","0"
"4","4","3","0","0","11.2","1","0.2","0","11.2","0","0"
"4","4","4","0","0","10.9","1.3","0.2","0","10.9","0","0"
"4","4","5","0","8","10.7","1.7","0.2","6.976","10.855","23.595","0"
"4","4","6","0","64","10.4","2","0.2","58.215","11.819","337.746","298.489"
"4","4","7","2","143","10.5","1.3","0.2","135.99","14.363","808.006","752.086"
"4","4","8","10","215","10.6","0.7","0.2","211.587","17.584","1247.912","1176.405"
"4","4","9","34","260","10.7","0","0.2","290.132","22.527","1682.915","1595.994"
"4","4","10","20","343","11.9","0.7","0.2","342.585","23.169","1977.926","1880.551"
"4","4","11","63","363","13.1","1.3","0.2","412.172","24.74","2375.234","2263.781"
"4","4","12","98","358","14.3","2","0.2","420.631","24.503","2432.884","2319.388"
"4","4","13","115","307","12.6","3","0.2","364.779","19.968","2150.763","2047.264"
"4","4","14","58","275","10.9","4","0.2","270.023","15.573","1613.194","1528.743"
"4","4","15","55","188","9.2","5","0.2","171.981","11.799","1024.861","961.257"
"4","4","16","13","102","9.1","4.3","0.2","83.956","10.496","497.078","452.175"
"4","4","17","0","19","9","3.7","0.2","16.605","9.293","83.895","53.633"
"4","4","18","0","0","8.9","3","0.2","0","8.9","0","0"
"4","4","19","0","0","8.2","3","0.2","0","8.2","0","0"
"4","4","20","0","0","7.6","3","0.2","0","7.6","0","0"
"4","4","21","0","0","6.9","3","0.2","0","6.9","0","0"
"4","4","22","0","0","6.9","2.7","0.2","0","6.9","0","0"
"4","4","23","0","0","7","2.3","0.2","0","7","0","0"
"4","5","0","0","0","7","2","0.2","0","7","0","0"
"4","5","1","0","0","6.9","1.7","0.2","0","6.9","0","0"
"4","5","2","0","0","6.8","1.3","0.2","0","6.8","0","0"
"4","5","3","0","0","6.7","1","0.2","0","6.7","0","0"
"4","5","4","0","0","6.8","1","0.2","0","6.8","0","0"
"4","5","5","0","9","6.8","1","0.2","7.849","7.005","27.224","0"
"4","5","6","0","67","6.9","1","0.2","61.14","8.768","360.174","320.123"
"4","5","7","3","146","7.5","1.3","0.2","139.543","11.464","839.177","782.152"
"4","5","8","11","218","8.2","1.7","0.2","215.248","13.773","1288.528","1215.581"
"4","5","9","35","263","8.8","2","0.2","294.006","15.938","1749.074","1659.808"
"4","5","10","20","347","9.4","2.3","0.2","346.338","17.314","2044.573","1944.837"
"4","5","11","64","366","9.9","2.7","0.2","415.866","18.729","2451.616","2337.457"
"4","5","12","120","346","10.5","3","0.2","436.255","19.302","2576.641","2458.051"
"4","5","13","154","312","11.2","2.7","0.2","395.596","19.618","2341.503","2231.245"
"4","5","14","120","286","12","2.3","0.2","309.342","19.092","1831.492","1739.306"
"4","5","15","100","214","12.7","2","0.2","203.726","17.639","1185.152","1115.869"
"4","5","16","176","105","11.9","2","0.2","81.274","13.859","455.034","411.621"
"4","5","17","0","32","11.1","2","0.2","27.315","11.751","141.418","109.118"
"4","5","18","0","0","10.3","2","0.2","0","10.3","0","0"
"4","5","19","0","0","9.7","2","0.2","0","9.7","0","0"
"4","5","20","0","0","9","2","0.2","0","9","0","0"
"4","5","21","0","0","8.4","2","0.2","0","8.4","0","0"
"4","5","22","0","0","7.9","2","0.2","0","7.9","0","0"
"4","5","23","0","0","7.3","2","0.2","0","7.3","0","0"
"4","6","0","0","0","6.8","2","0.2","0","6.8","0","0"
"4","6","1","0","0","6.7","2.5","0.2","0","6.7","0","0"
"4","6","2","0","0","6.6","3","0.2","0","6.6","0","0"
"4","6","3","0","0","6.5","3.5","0.2","0","6.5","0","0"
"4","6","4","0","0","6.4","4","0.2","0","6.4","0","0"
"4","6","5","0","16","6.3","4.5","0.2","13.986","6.493","49.946","20.887"
"4","6","6","61","93","6.2","5","0.2","127.854","8.143","781.278","726.305"
"4","6","7","59","186","8.7","5.3","0.2","235.094","12.14","1438.446","1360.187"
"4","6","8","60","242","11.1","5.7","0.2","296.86","15.231","1787.647","1697.014"
"4","6","9","12","281","13.6","6","0.2","275.959","17.3","1627.158","1542.212"
"4","6","10","38","302","15.4","5","0.2","332.939","20.422","1942.832","1846.7"
"4","6","11","38","316","17.1","4","0.2","339.588","22.958","1959.515","1862.792"
"4","6","12","38","306","18.9","3","0.2","318.997","25.33","1822.869","1730.989"
"4","6","13","15","320","18.8","3.7","0.2","296.615","24.153","1703.972","1616.305"
"4","6","14","51","261","18.8","4.3","0.2","254.27","23.017","1472.737","1393.263"
"4","6","15","46","196","18.7","5","0.2","175.978","21.361","1012.727","949.553"
"4","6","16","8","100","17.7","4.3","0.2","82.83","19.078","473.756","429.68"
"4","6","17","0","18","16.7","3.7","0.2","15.723","16.98","78.273","48.21"
"4","6","18","0","0","15.7","3","0.2","0","15.7","0","0"
"4","6","19","0","0","15.1","3","0.2","0","15.1","0","0"
"4","6","20","0","0","14.6","3","0.2","0","14.6","0","0"
"4","6","21","0","0","14","3","0.2","0","14","0","0"
"4","6","22","0","0","13.4","3","0.2","0","13.4","0","0"
"4","6","23","0","0","12.9","3","0.2","0","12.9","0","0"
"4","7","0","0","0","12.3","3","0.2","0","12.3","0","0"
"4","7","1","0","0","11.8","3.3","0.2","0","11.8","0","0"
"4","7","2","0","0","11.2","3.7","0.2","0","11.2","0","0"
"4","7","3","0","0","10.7","4","0.2","0","10.7","0","0"
"4","7","4","0","0","10.9","3.7","0.2","0","10.9","0","0"
"4","7","5","0","22","11.1","3.3","0.2","19.772","11.446","80.56","50.417"
"4","7","6","170","97","11.3","3","0.2","205.397","15.477","1245.398","1173.98"
"4","7","7","398","148","13.1","3.7","0.2","464.663","21.56","2813.313","2686.337"
"4","7","8","588","161","14.9","4.3","0.2","702.082","26.601","4150.748","3976.381"
"4","7","9","693","173","16.7","5","0.2","863.271","29.794","5000.937","4796.445"
"4","7","10","779","154","17.3","5.3","0.2","932.026","30.909","5352.133","5135.196"
"4","7","11","831","133","18","5.7","0.2","922.758","30.847","5295.51","5080.579"
"4","7","12","839","124","18.6","6","0.2","831.766","29.795","4804.132","4606.614"
"4","7","13","802","119","18.6","5.7","0.2","667.35","27.903","3899.337","3733.879"
"4","7","14","705","126","18.7","5.3","0.2","461.727","25.446","2710.734","2587.393"
"4","7","15","529","131","18.7","5","0.2","248.816","22.385","1339.771","1265.009"
"4","7","16","349","91","17.6","5.7","0.2","73.228","18.59","374.425","333.869"
"4","7","17","41","35","16.4","6.3","0.2","28.38","16.764","146.639","114.154"
"4","7","18","0","0","15.3","7","0.2","0","15.3","0","0"
"4","7","19","0","0","14.1","5.3","0.2","0","14.1","0","0"
"4","7","20","0","0","12.8","3.7","0.2","0","12.8","0","0"
"4","7","21","0","0","11.6","2","0.2","0","11.6","0","0"
"4","7","22","0","0","10.8","2.7","0.2","0","10.8","0","0"
"4","7","23","0","0","10.1","3.3","0.2","0","10.1","0","0"
"4","8","0","0","0","9.3","4","0.2","0","9.3","0","0"
"4","8","1","0","0","8.9","3.7","0.2","0","8.9","0","0"
"4","8","2","0","0","8.5","3.3","0.2","0","8.5","0","0"
"4","8","3","0","0","8.1","3","0.2","0","8.1","0","0"
"4","8","4","0","0","8.7","3.3","0.2","0","8.7","0","0"
"4","8","5","0","25","9.2","3.7","0.2","23.033","9.591","104.178","73.197"
"4","8","6","208","107","9.8","4","0.2","237.727","13.939","1457.703","1378.762"
"4","8","7","508","130","11.4","4.3","0.2","523.936","20.153","3198.658","3058.028"
"4","8","8","683","135","12.9","4.7","0.2","756.787","24.855","4506.949","4319.96"
"4","8","9","792","126","14.5","5","0.2","900.658","28.167","5254.287","5040.817"
"4","8","10","727","179","15","5.3","0.2","915.963","28.371","5306","5090.698"
"4","8","11","411","329","15.6","5.7","0.2","723.34","25.649","4210.618","4034.13"
"4","8","12","128","347","16.1","6","0.2","443.155","22.041","2589.962","2470.9"
"4","8","13","118","315","15.3","6","0.2","373.581","20.313","2198.556","2093.363"
"4","8","14","109","256","14.4","6","0.2","277.936","18.134","1646.21","1560.589"
"4","8","15","58","196","13.6","6","0.2","179.275","16.006","1051.573","987.023"
"4","8","16","10","103","13.3","6.3","0.2","85.372","14.413","498.23","453.287"
"4","8","17","0","21","13","6.7","0.2","18.353","13.226","95.153","64.492"
"4","8","18","0","0","12.7","7","0.2","0","12.7","0","0"
"4","8","19","0","0","11.9","6.3","0.2","0","11.9","0","0"
"4","8","20","0","0","11.2","5.7","0.2","0","11.2","0","0"
"4","8","21","0","0","10.4","5","0.2","0","10.4","0","0"
"4","8","22","0","0","10.2","4.3","0.2","0","10.2","0","0"
"4","8","23","0","0","10","3.7","0.2","0","10","0","0"
"4","9","0","0","0","9.8","3","0.2","0","9.8","0","0"
"4","9","1","0","0","9.8","3.7","0.2","0","9.8","0","0"
"4","9","2","0","0","9.8","4.3","0.2","0","9.8","0","0"
"4","9","3","0","0","9.8","5","0.2","0","9.8","0","0"
"4","9","4","0","0","9.7","5.7","0.2","0","9.7","0","0"
"4","9","5","0","13","9.6","6.3","0.2","11.346","9.741","52.546","23.395"
"4","9","6","0","76","9.5","7","0.2","69.625","10.344","410.466","368.633"
"4","9","7","3","156","10.6","7.3","0.2","148.795","12.35","892.478","833.565"
"4","9","8","11","229","11.6","7.7","0.2","225.458","14.145","1347.445","1272.411"
"4","9","9","36","272","12.7","8","0.2","303.418","16.026","1803.466","1712.273"
"4","9","10","38","308","13.6","7.3","0.2","338.378","17.557","1995.102","1897.118"
"4","9","11","12","343","14.4","6.7","0.2","327.85","18.469","1918.109","1822.854"
"4","9","12","38","312","15.3","6","0.2","324.188","19.641","1892.979","1798.614"
"4","9","13","36","280","15.4","6","0.2","279.321","19.145","1634.406","1549.203"
"4","9","14","31","228","15.4","6","0.2","215.671","18.296","1264.799","1192.693"
"4","9","15","7","168","15.5","6","0.2","145.299","17.455","850.001","792.593"
"4","9","16","0","89","14.4","4.3","0.2","75.066","15.65","434.869","392.17"
"4","9","17","0","20","13.3","2.7","0.2","17.474","13.668","90.729","60.225"
"4","9","18","0","0","12.2","1","0.2","0","12.2","0","0"
"4","9","19","0","0","11.9","1.3","0.2","0","11.9","0","0"
"4","9","20","0","0","11.6","1.7","0.2","0","11.6","0","0"
"4","9","21","0","0","11.3","2","0.2","0","11.3","0","0"
"4","9","22","0","0","10.3","2","0.2","0","10.3","0","0"
"4","9","23","0","0","9.3","2","0.2","0","9.3","0","0"
"4","10","0","0","0","8.3","2","0.2","0","8.3","0","0"
"4","10","1","0","0","8.6","2","0.2","0","8.6","0","0"
"4","10","2","0","0","9","2","0.2","0","9","0","0"
"4","10","3","0","0","9.3","2","0.2","0","9.3","0","0"
"4","10","4","0","0","9.1","2.3","0.2","0","9.1","0","0"
"4","10","5","0","16","8.8","2.7","0.2","13.974","9.088","68.07","38.368"
"4","10","6","15","99","8.6","3","0.2","102.432","10.679","613.395","564.371"
"4","10","7","95","184","10.6","4","0.2","256.273","15.053","1555.875","1473.455"
"4","10","8","143","271","12.6","5","0.2","413.084","18.859","2474.807","2359.826"
"4","10","9","173","350","14.6","6","0.2","533.667","21.766","3149.483","3010.595"
"4","10","10","199","354","15","6.7","0.2","557.567","21.937","3277.685","3134.255"
"4","10","11","136","389","15.4","7.3","0.2","517.604","21.455","3033.475","2898.698"
"4","10","12","120","357","15.8","8","0.2","445.906","20.684","2617.355","2497.322"
"4","10","13","117","320","15.4","7.3","0.2","377.192","19.818","2223.068","2117.007"
"4","10","14","109","260","15.1","6.7","0.2","281.363","18.606","1663.324","1577.097"
"4","10","15","58","200","14.7","6","0.2","182.522","17.149","1066.31","1001.237"
"4","10","16","80","126","13.7","5.3","0.2","99.931","15.154","574.829","527.171"
"4","10","17","6","39","12.7","4.7","0.2","33.067","13.215","177.951","144.357"
"4","10","18","0","1","11.7","4","0.2","0","11.7","0","0"
"4","10","19","0","0","10.8","3.7","0.2","0","10.8","0","0"
"4","10","20","0","0","10","3.3","0.2","0","10","0","0"
"4","10","21","0","0","9.1","3","0.2","0","9.1","0","0"
"4","10","22","0","0","8.5","2.7","0.2","0","8.5","0","0"
"4","10","23","0","0","7.9","2.3","0.2","0","7.9","0","0"
"4","11","0","0","0","7.3","2","0.2","0","7.3","0","0"
"4","11","1","0","0","7.3","2","0.2","0","7.3","0","0"
"4","11","2","0","0","7.4","2","0.2","0","7.4","0","0"
"4","11","3","0","0","7.4","2","0.2","0","7.4","0","0"
"4","11","4","0","0","7.9","2","0.2","0","7.9","0","0"
"4","11","5","0","19","8.4","2","0.2","16.605","8.794","83.777","53.52"
"4","11","6","16","101","8.9","2","0.2","104.779","11.457","626.281","576.8"
"4","11","7","66","184","10","1.7","0.2","234.961","16.103","1414.686","1337.269"
"4","11","8","71","273","11.1","1.3","0.2","339.713","20.729","2006.521","1908.133"
"4","11","9","117","314","12.2","1","0.2","440.249","25.606","2549.792","2432.153"
"4","11","10","114","390","13.1","1.3","0.2","499.489","27.213","2865.101","2736.29"
"4","11","11","172","394","13.9","1.7","0.2","555.963","28.255","3180.192","3040.216"
"4","11","12","244","354","14.8","2","0.2","555.456","28.283","3186.643","3046.439"
"4","11","13","238","317","14.5","3","0.2","456.792","23.731","2670.229","2548.323"
"4","11","14","223","259","14.2","4","0.2","338.376","20.059","2002.233","1903.997"
"4","11","15","123","217","13.9","5","0.2","212.061","17.095","1232.698","1161.73"
"4","11","16","60","119","12.7","3.7","0.2","95.311","14.423","550.995","504.182"
"4","11","17","0","31","11.6","2.3","0.2","27.061","12.215","145.6","113.152"
"4","11","18","0","1","10.4","1","0.2","0","10.4","0","0"
"4","11","19","0","0","10.1","1","0.2","0","10.1","0","0"
"4","11","20","0","0","9.9","1","0.2","0","9.9","0","0"
"4","11","21","0","0","9.6","1","0.2","0","9.6","0","0"
"4","11","22","0","0","9.3","1","0.2","0","9.3","0","0"
"4","11","23","0","0","8.9","1","0.2","0","8.9","0","0"
"4","12","0","0","0","8.6","1","0.2","0","8.6","0","0"
"4","12","1","0","0","8.2","1","0.2","0","8.2","0","0"
"4","12","2","0","0","7.9","1","0.2","0","7.9","0","0"
"4","12","3","0","0","7.5","1","0.2","0","7.5","0","0"
"4","12","4","0","0","7.7","1","0.2","0","7.7","0","0"
"4","12","5","0","25","8","1","0.2","21.878","8.654","113.887","82.562"
"4","12","6","68","111","8.2","1","0.2","150.839","12.821","912.269","852.655"
"4","12","7","280","190","10.1","1.3","0.2","418.786","22.025","2515.209","2398.796"
"4","12","8","569","182","11.9","1.7","0.2","708.815","30.319","4122.163","3948.809"
"4","12","9","736","165","13.8","2","0.2","901.102","35.76","5093.17","4885.41"
"4","12","10","689","202","14.6","2","0.2","906.969","36.671","5080.545","4873.232"
"4","12","11","521","271","15.5","2","0.2","779.904","34.456","4393.86","4210.879"
"4","12","12","221","374","16.3","2","0.2","546.309","29.557","3115.309","2977.632"
"4","12","13","239","319","16.8","2","0.2","459.293","27.959","2641.128","2520.253"
"4","12","14","224","261","17.2","2","0.2","340.656","25.486","1973.977","1876.742"
"4","12","15","124","220","17.7","2","0.2","214.719","22.899","1220.431","1149.897"
"4","12","16","62","121","16.4","2.7","0.2","96.961","18.463","551.222","504.401"
"4","12","17","0","32","15.2","3.3","0.2","27.914","15.733","148.581","116.027"
"4","12","18","0","1","13.9","4","0.2","0","13.9","0","0"
"4","12","19","0","0","13.6","3.7","0.2","0","13.6","0","0"
"4","12","20","0","0","13.3","3.3","0.2","0","13.3","0","0"
"4","12","21","0","0","13","3","0.2","0","13","0","0"
"4","12","22","0","0","12.5","3","0.2","0","12.5","0","0"
"4","12","23","0","0","11.9","3","0.2","0","11.9","0","0"
"4","13","0","0","0","11.4","3","0.2","0","11.4","0","0"
"4","13","1","0","0","11","3","0.2","0","11","0","0"
"4","13","2","0","0","10.5","3","0.2","0","10.5","0","0"
"4","13","3","0","0","10","3","0.2","0","10","0","0"
"4","13","4","0","0","9.6","3","0.2","0","9.6","0","0"
"4","13","5","0","18","9.1","3","0.2","15.723","9.413","81.459","51.283"
"4","13","6","0","85","8.7","3","0.2","78.07","10.284","462.948","419.255"
"4","13","7","7","165","10.8","3","0.2","159.892","14.04","954.154","893.055"
"4","13","8","8","240","13","3","0.2","233.067","17.71","1372.933","1296.996"
"4","13","9","36","281","15.1","3","0.2","311.879","21.393","1815.081","1723.476"
"4","13","10","79","357","15.9","3.7","0.2","429.025","23.638","2485.164","2369.816"
"4","13","11","138","394","16.8","4.3","0.2","523.725","25.464","3021.522","2887.168"
"4","13","12","178","409","17.6","5","0.2","544.643","25.82","3144.981","3006.253"
"4","13","13","112","357","17.8","4.3","0.2","402.008","24.457","2327.7","2217.931"
"4","13","14","71","264","17.9","3.7","0.2","266.072","22.711","1543.291","1461.317"
"4","13","15","14","172","18.1","3","0.2","150.574","21.147","866.698","808.699"
"4","13","16","0","96","16.9","3.7","0.2","80.719","18.365","463.803","420.08"
"4","13","17","0","24","15.8","4.3","0.2","20.979","16.146","110.349","79.15"
"4","13","18","0","1","14.6","5","0.2","0","14.6","0","0"
"4","13","19","0","0","13.6","5.7","0.2","0","13.6","0","0"
"4","13","20","0","0","12.5","6.3","0.2","0","12.5","0","0"
"4","13","21","0","0","11.5","7","0.2","0","11.5","0","0"
"4","13","22","0","0","10.8","7","0.2","0","10.8","0","0"
"4","13","23","0","0","10","7","0.2","0","10","0","0"
"4","14","0","0","0","9.3","7","0.2","0","9.3","0","0"
"4","14","1","0","0","8.8","6","0.2","0","8.8","0","0"
"4","14","2","0","0","8.3","5","0.2","0","8.3","0","0"
"4","14","3","0","0","7.8","4","0.2","0","7.8","0","0"
"4","14","4","0","1","8.3","4","0.2","0","8.3","0","0"
"4","14","5","32","38","8.8","4","0.2","47.761","9.613","258.702","222.246"
"4","14","6","276","115","9.3","4","0.2","284.584","14.26","1756.941","1667.397"
"4","14","7","533","136","11.4","3.3","0.2","555.104","22.155","3359.338","3213.014"
"4","14","8","697","130","13.5","2.7","0.2","771.244","29.995","4496.182","4309.575"
"4","14","9","756","141","15.6","2","0.2","895.687","37.429","5030.418","4824.881"
"4","14","10","797","156","16.9","2.3","0.2","959","38.908","5326.458","5110.432"
"4","14","11","863","124","18.1","2.7","0.2","941.768","38.178","5245.057","5031.915"
"4","14","12","865","116","19.4","3","0.2","845.652","36.523","4752.302","4556.62"
"4","14","13","783","141","19.6","2.7","0.2","680.316","34.118","3871.794","3707.312"
"4","14","14","613","173","19.7","2.3","0.2","462.706","30.326","2661.756","2540.151"
"4","14","15","377","178","19.9","2","0.2","250.153","25.899","1363.447","1287.845"
"4","14","16","260","111","18.7","2","0.2","91.473","20.88","479.601","435.317"
"4","14","17","26","46","17.5","2","0.2","37.925","18.417","203.438","168.94"
"4","14","18","0","2","16.3","2","0.2","0","16.3","0","0"
"4","14","19","0","0","15.1","2","0.2","0","15.1","0","0"
"4","14","20","0","0","13.8","2","0.2","0","13.8","0","0"
"4","14","21","0","0","12.6","2","0.2","0","12.6","0","0"
"4","14","22","0","0","11.6","2","0.2","0","11.6","0","0"
"4","14","23","0","0","10.7","2","0.2","0","10.7","0","0"
"4","15","0","0","0","9.7","2","0.2","0","9.7","0","0"
"4","15","1","0","0","8.4","1.7","0.2","0","8.4","0","0"
"4","15","2","0","0","7.2","1.3","0.2","0","7.2","0","0"
"4","15","3","0","0","5.9","1","0.2","0","5.9","0","0"
"4","15","4","0","1","7.2","1.3","0.2","0","7.2","0","0"
"4","15","5","40","41","8.4","1.7","0.2","58.591","9.895","322.051","283.35"
"4","15","6","288","116","9.7","2","0.2","292.586","16.864","1790.619","1699.881"
"4","15","7","532","143","12.5","1.7","0.2","563.171","27.17","3342.673","3196.94"
"4","15","8","697","142","15.2","1.3","0.2","785.732","37.549","4444.701","4259.918"
"4","15","9","791","135","18","1","0.2","918.39","46.062","4980.89","4777.109"
"4","15","10","847","123","18.8","1.3","0.2","973.737","46.42","5248.998","5035.716"
"4","15","11","835","138","19.7","1.7","0.2","939","44.027","5104.739","4896.569"
"4","15","12","790","152","20.5","2","0.2","824.923","40.576","4556.035","4367.307"
"4","15","13","761","144","20.7","1.7","0.2","668.632","38.041","3745.001","3585.011"
"4","15","14","689","140","21","1.3","0.2","471.388","34.382","2672.524","2550.537"
"4","15","15","571","126","21.2","1","0.2","261.699","29.011","1375.111","1299.096"
"4","15","16","389","98","19.6","1","0.2","83.823","22.057","408.968","367.188"
"4","15","17","64","51","17.9","1","0.2","40.184","19.118","215.965","181.023"
"4","15","18","0","2","16.3","1","0.2","0","16.3","0","0"
"4","15","19","0","0","14.5","1","0.2","0","14.5","0","0"
"4","15","20","0","0","12.6","1","0.2","0","12.6","0","0"
"4","15","21","0","0","10.8","1","0.2","0","10.8","0","0"
"4","15","22","0","0","9.8","1","0.2","0","9.8","0","0"
"4","15","23","0","0","8.7","1","0.2","0","8.7","0","0"
"4","16","0","0","0","7.7","1","0.2","0","7.7","0","0"
"4","16","1","0","0","6.9","1","0.2","0","6.9","0","0"
"4","16","2","0","0","6","1","0.2","0","6","0","0"
"4","16","3","0","0","5.2","1","0.2","0","5.2","0","0"
"4","16","4","0","1","6.7","1","0.2","0","6.7","0","0"
"4","16","5","48","43","8.3","1","0.2","63.525","10.211","351.485","311.742"
"4","16","6","295","118","9.8","1","0.2","299.073","18.981","1816.962","1725.291"
"4","16","7","538","144","13.2","1.7","0.2","569.648","28.038","3369.25","3222.575"
"4","16","8","737","120","16.7","2.3","0.2","797.065","35.048","4555.235","4366.536"
"4","16","9","790","137","20.1","3","0.2","920.673","38.76","5140.708","4931.263"
"4","16","10","850","123","20.8","3.3","0.2","977.62","39.643","5414.617","5195.467"
"4","16","11","854","129","21.5","3.7","0.2","948.175","38.667","5266.096","5052.208"
"4","16","12","842","129","22.2","4","0.2","846.403","36.866","4745.634","4550.188"
"4","16","13","811","124","22","4","0.2","684.723","33.875","3901.151","3735.629"
"4","16","14","734","126","21.9","4","0.2","481.626","30.256","2778.011","2652.286"
"4","16","15","618","114","21.7","4","0.2","264.939","26.183","1401.055","1324.121"
"4","16","16","397","98","20.3","3","0.2","84.701","21.944","410.981","369.129"
"4","16","17","67","52","18.9","2","0.2","40.965","19.891","220.102","185.014"
"4","16","18","0","2","17.5","1","0.2","0","17.5","0","0"
"4","16","19","0","0","16.3","1.3","0.2","0","16.3","0","0"
"4","16","20","0","0","15.2","1.7","0.2","0","15.2","0","0"
